Primary Cell Line Name,Compound,ActArea
Panc 02.03,Nilotinib,0.3683
Panc 03.27,Nilotinib,0.01959
Panc 04.03,Nilotinib,0.6639
Panc 10.05,Nilotinib,0.2589
PC-3,Nilotinib,0.3649
Pfeiffer,Nilotinib,0.5337
PK-1,Nilotinib,0.1723
PK-45H,Nilotinib,0.221
PK-59,Nilotinib,0.3275
PL45,Nilotinib,0.2333
PLC/PRF/5,Nilotinib,0.8893
Raji,Nilotinib,0.3417
Reh,Nilotinib,0.577
RERF-GC-1B,Nilotinib,0.08913
RERF-LC-AI,Nilotinib,0.3106
RERF-LC-MS,Nilotinib,0
RKN,Nilotinib,0.5959
RKO,Nilotinib,0.5761
RL95-2,Nilotinib,0.479
RPMI-8402,Nilotinib,1.0203
RT-112,Nilotinib,0.2699
RT4,Nilotinib,0.7336
RVH-421,Nilotinib,0.2469
Saos-2,Nilotinib,1.0258
SBC-5,Nilotinib,0.5386
SCaBER,Nilotinib,0.196
SF126,Nilotinib,0.5877
SF-295,Nilotinib,0.2989
SF8657,Nilotinib,0.4608
SH-10-TC,Nilotinib,0.4446
SHP-77,Nilotinib,0.2396
SIG-M5,Nilotinib,2.294
SIMA,Nilotinib,1.172
SJRH30,Nilotinib,0.4831
SK-BR-3,Nilotinib,0.3601
SK-CO-1,Nilotinib,1.199
SK-ES-1,Nilotinib,0.6998
SK-HEP-1,Nilotinib,0.1774
SK-LU-1,Nilotinib,0.2903
SK-MEL-2,Nilotinib,0.7005
SK-MEL-24,Nilotinib,0.5484
SK-MEL-30,Nilotinib,0.2941
SK-MEL-31,Nilotinib,0.5639
SK-MEL-5,Nilotinib,0.4471
SK-MM-2,Nilotinib,0.5101
SK-N-BE(2),Nilotinib,0.5456
SK-N-SH,Nilotinib,1.0504
SK-OV-3,Nilotinib,0.1564
SNG-M,Nilotinib,0.3269
SNU-1,Nilotinib,0.566
SNU-16,Nilotinib,1.2124
SNU-182,Nilotinib,0.2845
SNU-423,Nilotinib,0.08987
SNU-449,Nilotinib,0.278
SNU-C2A,Nilotinib,0.1011
SNU-C2B,Nilotinib,0.8244
SU-DHL-10,Nilotinib,0.3176
SU-DHL-4,Nilotinib,1.4978
SU-DHL-6,Nilotinib,1.2999
SU-DHL-8,Nilotinib,1.3969
SUIT-2,Nilotinib,0.05218
SUP-M2,Nilotinib,0.1514
SUP-T1,Nilotinib,0.6136
SW 1088,Nilotinib,0.6276
SW 1271,Nilotinib,0.6314
SW 1353,Nilotinib,0.149
SW 1990,Nilotinib,0.7679
SW403,Nilotinib,0.2939
SW48,Nilotinib,0.3872
SW480,Nilotinib,0.09498
SW579,Nilotinib,1.0923
SW620,Nilotinib,0.1627
SW 780,Nilotinib,0.2467
SW 900,Nilotinib,0.3543
T24,Nilotinib,0.1709
T3M-10,Nilotinib,0.0999
T-47D,Nilotinib,0.5094
T84,Nilotinib,0.7187
T98G,Nilotinib,0.4823
TC-71,Nilotinib,0
TCCSUP,Nilotinib,0.3292
TE 617.T,Nilotinib,1.5507
TE-9,Nilotinib,0.6286
TEN,Nilotinib,0.8952
Toledo,Nilotinib,0
TOV-112D,Nilotinib,0.4922
TOV-21G,Nilotinib,0.1506
TT2609-C02,Nilotinib,0.8678
TYK-nu,Nilotinib,0.1484
U-118 MG,Nilotinib,0.04546
U-2 OS,Nilotinib,0.6846
U-87 MG,Nilotinib,0.2714
U-937,Nilotinib,0.5501
UACC-812,Nilotinib,0.7207
UM-UC-3,Nilotinib,0.1194
VMRC-LCD,Nilotinib,0.9196
VMRC-RCW,Nilotinib,0.8637
VMRC-RCZ,Nilotinib,0.0939
WM1799,Nilotinib,0.9846
WM-793,Nilotinib,0.708
WM-88,Nilotinib,0.6898
WM-983B,Nilotinib,1.9258
YKG1,Nilotinib,0.4998
ZR-75-30,Nilotinib,0.3953
1321N1,17-AAG,3.0302
22Rv1,17-AAG,3.0622
42-MG-BA,17-AAG,5.0587
5637,17-AAG,3.535
639-V,17-AAG,3.782
697,17-AAG,3.6605
769-P,17-AAG,2.9596
786-O,17-AAG,3.3045
8305C,17-AAG,3.522
8505C,17-AAG,3.6759
8-MG-BA,17-AAG,3.5825
A172,17-AAG,2.4662
A-204,17-AAG,3.5747
A2058,17-AAG,4.747
A-253,17-AAG,3.7077
A2780,17-AAG,4.7559
A-375,17-AAG,3.5625
A549,17-AAG,2.9712
A-673,17-AAG,3.6758
ACHN,17-AAG,2.0636
ALL-SIL,17-AAG,3.2142
AMO-1,17-AAG,5.2887
AN3 CA,17-AAG,4.0092
AsPC-1,17-AAG,3.4197
AU565,17-AAG,4.2668
AZ-521,17-AAG,3.6128
B-CPAP,17-AAG,3.4746
BDCM,17-AAG,3.8043
BFTC-909,17-AAG,3.6219
BGC-823,17-AAG,4.2439
BL-41,17-AAG,2.9811
BL-70,17-AAG,3.5976
BT-20,17-AAG,1.0525
BT-474,17-AAG,3.7846
BT-549,17-AAG,4.799
BxPC-3,17-AAG,3.4843
C2BBe1,17-AAG,2.2767
C32,17-AAG,6.5863
C3A,17-AAG,5.2974
Caki-2,17-AAG,1.6136
CAL-12T,17-AAG,3.5
CAL 27,17-AAG,4.0906
CAL-78,17-AAG,4.3291
CAL-85-1,17-AAG,3.6877
Calu-1,17-AAG,3.3698
Calu-3,17-AAG,2.0534
Calu-6,17-AAG,3.0328
CAMA-1,17-AAG,3.1786
Capan-2,17-AAG,3.905
CAS-1,17-AAG,2.1995
CCK-81,17-AAG,3.4189
CHL-1,17-AAG,3.2799
CHP-212,17-AAG,5.2114
CI-1,17-AAG,3.8812
CMK-86,17-AAG,2.7723
COLO 201,17-AAG,4.4923
COLO 205,17-AAG,5.7504
COLO-320,17-AAG,2.8034
COLO-677,17-AAG,3.5251
COLO-678,17-AAG,4.2419
COLO-679,17-AAG,3.984
COLO-699,17-AAG,2.8089
COLO 741,17-AAG,3.2321
COR-L105,17-AAG,1.9816
COR-L23,17-AAG,2.3346
COV318,17-AAG,1.9673
COV504,17-AAG,2.0498
Daoy,17-AAG,3.6005
DBTRG-05MG,17-AAG,2.7457
DEL,17-AAG,5.2371
Detroit 562,17-AAG,2.8606
DK-MG,17-AAG,2.603
DMS 114,17-AAG,2.2019
DOHH-2,17-AAG,4.3378
DOV13,17-AAG,3.1509
DU 145,17-AAG,4.4163
DV-90,17-AAG,4.6153
EB1,17-AAG,2.5251
EB2,17-AAG,1.8256
EBC-1,17-AAG,3.9338
EFE-184,17-AAG,1.8778
EFM-19,17-AAG,3.5096
EFO-21,17-AAG,2.2269
EFO-27,17-AAG,2.7526
EM-2,17-AAG,4.667
EN,17-AAG,2.6637
ES-2,17-AAG,3.0835
ESS-1,17-AAG,3.4977
F-36P,17-AAG,3.7075
FaDu,17-AAG,5.1603
FU97,17-AAG,4.4951
FU-OV-1,17-AAG,1.7438
G-361,17-AAG,3.2302
G-401,17-AAG,4.5407
G-402,17-AAG,4.4662
GAMG,17-AAG,3.711
GB-1,17-AAG,2.3449
GCIY,17-AAG,2.1792
GCT,17-AAG,3.4082
GI-1,17-AAG,3.6972
GLC-82,17-AAG,3.9707
GMS-10,17-AAG,3.1344
GRANTA-519,17-AAG,2.8214
H4,17-AAG,4.1075
HARA,17-AAG,3.2458
HCC1187,17-AAG,1.2846
HCC1395,17-AAG,2.6091
HCC-15,17-AAG,3.8606
HCC1569,17-AAG,2.8103
HCC1806,17-AAG,4.1444
HCC1954,17-AAG,4.5797
HCC2935,17-AAG,4.7694
HCC4006,17-AAG,3.4326
HCC-44,17-AAG,4.7402
HCC70,17-AAG,3.0273
HCC-78,17-AAG,1.8194
HCC827,17-AAG,3.074
HCT 116,17-AAG,3.4601
HCT-15,17-AAG,2.6346
HD-MY-Z,17-AAG,3.7408
HDQ-P1,17-AAG,4.9797
HEC-151,17-AAG,3.7984
HEC-1-A,17-AAG,2.8197
HEC-1-B,17-AAG,2.9013
HEC-251,17-AAG,2.5866
HEC-265,17-AAG,4.6862
HEC-59,17-AAG,3.2777
HEC-6,17-AAG,2.4531
HEL 92.1.7,17-AAG,2.2799
Hep 3B2.1-7,17-AAG,3.5814
Hep G2,17-AAG,5.3606
Hey-A8,17-AAG,3.8485
HGC-27,17-AAG,3.6359
HH,17-AAG,2.1617
HLE,17-AAG,2.4246
HLF,17-AAG,3.5942
HMC-1-8,17-AAG,3.6072
HMCB,17-AAG,4.5134
HOS,17-AAG,3.4429
HPAC,17-AAG,3.905
HPAF-II,17-AAG,3.803
Hs 229.T,17-AAG,3.6505
Hs 294T,17-AAG,2.7954
Hs 578T,17-AAG,3.8639
Hs 683,17-AAG,4.354
Hs 695T,17-AAG,3.3577
Hs 729,17-AAG,3.1048
Hs 739.T,17-AAG,2.0852
Hs 746T,17-AAG,3.5069
Hs 766T,17-AAG,3.2746
Hs 840.T,17-AAG,4.6617
Hs 852.T,17-AAG,4.9316
Hs 895.T,17-AAG,3.0948
Hs 936.T,17-AAG,3.9897
Hs 939.T,17-AAG,5.1729
Hs 944.T,17-AAG,3.4641
HSC-2,17-AAG,3.1995
HT,17-AAG,4.4626
HT-1080,17-AAG,4.0847
HT-1197,17-AAG,1.8151
HT-1376,17-AAG,3.2082
HT-144,17-AAG,4.3186
HT-29,17-AAG,5.3135
HuCCT1,17-AAG,3.6046
huH-1,17-AAG,2.7021
HUP-T3,17-AAG,2.5525
HUP-T4,17-AAG,4.9176
HuT 78,17-AAG,3.4997
IA-LM,17-AAG,1.1265
IGR-37,17-AAG,3.0876
IGR-39,17-AAG,2.3156
IGROV1,17-AAG,2.6076
IM95,17-AAG,5.2425
IMR-32,17-AAG,1.7962
IPC-298,17-AAG,3.5373
Ishikawa (Heraklio) 02 ER-,17-AAG,4.4612
IST-MES1,17-AAG,1.8467
IST-MES2,17-AAG,3.4708
J82,17-AAG,2.8006
JHH-2,17-AAG,1.9145
JHH-4,17-AAG,0.8741
JHH-5,17-AAG,4.6117
JHH-6,17-AAG,2.2829
JHH-7,17-AAG,4.2024
JHOS-2,17-AAG,1.9626
JHOS-4,17-AAG,1.6599
JHUEM-2,17-AAG,4.8857
JM1,17-AAG,2.0988
JMSU-1,17-AAG,4.8463
JURKAT,17-AAG,3.0827
JVM-3,17-AAG,5.1094
K029AX,17-AAG,2.73
KALS-1,17-AAG,3.853
KARPAS-299,17-AAG,3.0586
KARPAS-422,17-AAG,3.0913
KARPAS-620,17-AAG,3.1529
KASUMI-2,17-AAG,4.3846
KCI-MOH1,17-AAG,3.5166
KCL-22,17-AAG,4.7185
KE-39,17-AAG,2.8221
KE-97,17-AAG,3.6685
KELLY,17-AAG,2.0176
KG-1,17-AAG,2.3487
KHM-1B,17-AAG,3.4416
KLE,17-AAG,1.7971
KMBC-2,17-AAG,4.2994
KMM-1,17-AAG,3.5771
KMRC-1,17-AAG,2.7651
KMRC-2,17-AAG,2.2171
KMS-11,17-AAG,5.4708
KMS-12-BM,17-AAG,4.355
KMS-26,17-AAG,3.7881
KMS-34,17-AAG,3.5192
KNS-42,17-AAG,2.789
KNS-60,17-AAG,4.1338
KNS-62,17-AAG,3.6717
KNS-81,17-AAG,2.0891
KO52,17-AAG,2.6941
KP-1N,17-AAG,3.1879
KP-1NL,17-AAG,1.9596
KP-2,17-AAG,2.7758
KP-3,17-AAG,3.0933
KP4,17-AAG,4.4144
KP-N-SI9s,17-AAG,4.6858
KU812,17-AAG,3.8223
KURAMOCHI,17-AAG,2.2269
KYM-1,17-AAG,4.1346
KYSE-140,17-AAG,1.6901
KYSE-150,17-AAG,3.8432
KYSE-180,17-AAG,4.5305
KYSE-30,17-AAG,2.8684
KYSE-410,17-AAG,3.1735
KYSE-450,17-AAG,2.76
KYSE-510,17-AAG,3.7623
KYSE-520,17-AAG,4.248
KYSE-70,17-AAG,4.2296
L3.3,17-AAG,3.2074
L-363,17-AAG,5.0957
L-428,17-AAG,2.9575
LC-1/sq-SF,17-AAG,2.7908
LCLC-103H,17-AAG,2.8339
LN-18,17-AAG,5.1669
LN-229,17-AAG,4.0027
LOU-NH91,17-AAG,2.6406
LOX IMVI,17-AAG,4.0766
LP-1,17-AAG,3.2781
LS123,17-AAG,2.3211
LS411N,17-AAG,4.496
LS513,17-AAG,4.3214
LU99,17-AAG,5.2031
LUDLU-1,17-AAG,3.2861
M059J,17-AAG,3.9354
Malme-3M,17-AAG,3.6466
MB 157,17-AAG,3.3281
MC116,17-AAG,3.4533
MCAS,17-AAG,3.6897
MCF7,17-AAG,2.2316
MDA-MB-157,17-AAG,0.8792
MDA-MB-175-VII,17-AAG,3.1627
MDA-MB-415,17-AAG,3.8425
MDA-MB-435S,17-AAG,2.9144
MDA-MB-436,17-AAG,2.2556
MDA-MB-453,17-AAG,5.5367
MDA-MB-468,17-AAG,2.575
MEC-1,17-AAG,2.8608
MEG-01,17-AAG,2.6177
MEL-HO,17-AAG,2.0796
MES-SA,17-AAG,4.9795
MeWo,17-AAG,2.3806
MFE-280,17-AAG,3.2444
MFE-296,17-AAG,2.9064
MFE-319,17-AAG,2.5464
MG-63,17-AAG,1.3119
MHH-ES-1,17-AAG,4.5868
MIA PaCa-2,17-AAG,4.5336
Mino,17-AAG,4.9855
MJ,17-AAG,4.5197
MKN-45,17-AAG,5.2123
MKN7,17-AAG,2.6606
MKN74,17-AAG,3.2581
MOG-G-CCM,17-AAG,2.3529
MOLP-8,17-AAG,3.7225
MOLT-16,17-AAG,3.3586
MONO-MAC-1,17-AAG,6.104
MOR/CPR,17-AAG,3.875
MPP 89,17-AAG,2.8561
MSTO-211H,17-AAG,3.6676
NCI-H1048,17-AAG,4.7653
NCI-H1092,17-AAG,1.0754
NCI-H1155,17-AAG,3.8781
NCI-H1184,17-AAG,3.0332
NCI-H1299,17-AAG,3.5108
NCI-H1339,17-AAG,4.4088
NCI-H1341,17-AAG,5.2972
NCI-H1355,17-AAG,2.7409
NCI-H1373,17-AAG,3.7468
NCI-H1563,17-AAG,3.2288
NCI-H1568,17-AAG,1.527
NCI-H1573,17-AAG,3.9417
NCI-H1581,17-AAG,2.4837
NCI-H1648,17-AAG,1.8947
NCI-H1650,17-AAG,4.5681
NCI-H1651,17-AAG,2.669
NCI-H1666,17-AAG,4.712
NCI-H1693,17-AAG,1.6738
NCI-H1694,17-AAG,1.4558
NCI-H1703,17-AAG,4.6215
NCI-H1792,17-AAG,4.2291
NCI-H1793,17-AAG,1.6359
NCI-H1869,17-AAG,3.0418
NCI-H1915,17-AAG,5.2552
NCI-H1944,17-AAG,4.244
NCI-H1975,17-AAG,3.3781
NCI-H2009,17-AAG,3.6954
NCI-H2023,17-AAG,3.4569
NCI-H2030,17-AAG,4.9167
NCI-H2052,17-AAG,2.8877
NCI-H2085,17-AAG,2.2438
NCI-H2087,17-AAG,3.0497
NCI-H211,17-AAG,3.2255
NCI-H2122,17-AAG,4.996
NCI-H2170,17-AAG,4.5194
NCI-H2172,17-AAG,1.7525
NCI-H2228,17-AAG,2.7224
NCI-H226,17-AAG,2.0162
NCI-H2286,17-AAG,5.2895
NCI-H23,17-AAG,4.2066
NCI-H2444,17-AAG,2.3125
NCI-H2452,17-AAG,3.558
NCI-H28,17-AAG,3.0959
NCI-H322,17-AAG,3.9905
NCI-H3255,17-AAG,2.8736
NCI-H358,17-AAG,2.9418
NCI-H441,17-AAG,2.8905
NCI-H460,17-AAG,4.2751
NCI-H520,17-AAG,2.9933
NCI-H522,17-AAG,3.5106
NCI-H647,17-AAG,3.1829
NCI-H650,17-AAG,3.3292
NCI-H661,17-AAG,1.1851
NCI-H727,17-AAG,2.1313
NCI-H747,17-AAG,4.1782
NCI-H810,17-AAG,1.5995
NCI-N87,17-AAG,6.109
NCO2,17-AAG,4.4584
NIH:OVCAR-3,17-AAG,2.8123
NUGC-3,17-AAG,4.1622
NUGC-4,17-AAG,4.9358
OC 314,17-AAG,3.573
OC 315,17-AAG,4.1939
OC 316,17-AAG,3.4983
OCI-AML2,17-AAG,4.2295
OCI-AML5,17-AAG,3.5381
OCI-LY10,17-AAG,2.0726
OCUM-1,17-AAG,4.7362
OE21,17-AAG,3.2699
OE33,17-AAG,4.7147
ONCO-DG-1,17-AAG,3.252
ONS-76,17-AAG,1.904
OPM-2,17-AAG,3.1534
OV-90,17-AAG,4.5708
OVCAR-4,17-AAG,2.2591
OVCAR-8,17-AAG,4.0967
OVMANA,17-AAG,2.7475
OVSAHO,17-AAG,1.3862
OVTOKO,17-AAG,2.0471
P12-ICHIKAWA,17-AAG,2.6965
P31/FUJ,17-AAG,2.6454
P3HR-1,17-AAG,2.5398
Panc 02.03,17-AAG,3.4803
Panc 03.27,17-AAG,4.3483
Panc 04.03,17-AAG,2.6612
Panc 10.05,17-AAG,3.2431
PA-TU-8902,17-AAG,2.4817
PC-14,17-AAG,4.4138
PC-3,17-AAG,2.0787
Pfeiffer,17-AAG,3.259
PK-1,17-AAG,4.3709
PK-45H,17-AAG,3.7247
PK-59,17-AAG,3.0683
PL45,17-AAG,4.2099
PLC/PRF/5,17-AAG,4.0595
PSN1,17-AAG,3.4967
QGP-1,17-AAG,3.341
Raji,17-AAG,1.9767
RD,17-AAG,4.2745
Reh,17-AAG,3.0737
RERF-GC-1B,17-AAG,1.4162
RERF-LC-AI,17-AAG,4.175
RERF-LC-MS,17-AAG,3.202
RKN,17-AAG,2.4716
RKO,17-AAG,4.4812
RL95-2,17-AAG,3.2136
RPMI-7951,17-AAG,5.8391
RPMI-8402,17-AAG,3.1359
RT-112,17-AAG,4.3543
RT4,17-AAG,4.2034
RVH-421,17-AAG,4.0161
Saos-2,17-AAG,2.9737
SBC-5,17-AAG,2.6699
SCaBER,17-AAG,3.4438
SCC-25,17-AAG,4.46
SCC-9,17-AAG,4.7346
SF126,17-AAG,2.7719
SF-295,17-AAG,3.2674
SF8657,17-AAG,2.5413
SH-10-TC,17-AAG,2.8494
SHP-77,17-AAG,3.0618
SIG-M5,17-AAG,4.1762
SIMA,17-AAG,2.3687
SJRH30,17-AAG,3.367
SJSA-1,17-AAG,3.2033
SK-BR-3,17-AAG,3.3439
SK-CO-1,17-AAG,3.9465
SK-ES-1,17-AAG,2.7715
SK-HEP-1,17-AAG,1.9799
SK-LMS-1,17-AAG,3.9869
SK-LU-1,17-AAG,4.1513
SK-MEL-2,17-AAG,2.0922
SK-MEL-24,17-AAG,3.5284
SK-MEL-30,17-AAG,1.6956
SK-MEL-31,17-AAG,2.3166
SK-MEL-5,17-AAG,1.6628
SK-MES-1,17-AAG,4.0054
SK-MM-2,17-AAG,3.3913
SK-N-AS,17-AAG,2.5368
SK-N-BE(2),17-AAG,2.2439
SK-N-DZ,17-AAG,2.942
SK-N-FI,17-AAG,2.6195
SK-N-SH,17-AAG,3.3319
SK-OV-3,17-AAG,2.3103
SNG-M,17-AAG,3.6265
SNU-1,17-AAG,4.5573
SNU-16,17-AAG,5.2263
SNU-182,17-AAG,2.0055
SNU-387,17-AAG,3.05
SNU-398,17-AAG,2.5308
SNU-423,17-AAG,2.0606
SNU-449,17-AAG,1.5499
SNU-475,17-AAG,3.9646
SNU-C2A,17-AAG,2.7511
SNU-C2B,17-AAG,3.1252
Sq-1,17-AAG,4.1275
SU.86.86,17-AAG,2.4711
SU-DHL-10,17-AAG,3.8928
SU-DHL-4,17-AAG,3.7258
SU-DHL-6,17-AAG,2.238
SU-DHL-8,17-AAG,4.1173
SUIT-2,17-AAG,2.3478
SUP-M2,17-AAG,4.1261
SUP-T1,17-AAG,2.5547
SW 1088,17-AAG,2.8038
SW 1271,17-AAG,2.6201
SW 1353,17-AAG,3.1215
SW1417,17-AAG,4.141
SW 1573,17-AAG,2.0416
SW 1990,17-AAG,3.9558
SW403,17-AAG,4.3652
SW48,17-AAG,5.8824
SW480,17-AAG,2.2298
SW579,17-AAG,4.6507
SW620,17-AAG,4.962
SW 780,17-AAG,2.995
SW 900,17-AAG,2.5565
T24,17-AAG,3.6966
T3M-10,17-AAG,4.9033
T-47D,17-AAG,1.4674
T84,17-AAG,2.5327
T98G,17-AAG,2.537
TC-71,17-AAG,1.9739
TCCSUP,17-AAG,4.4105
TE-1,17-AAG,3.9523
TE-11,17-AAG,3.3987
TE-15,17-AAG,4.0282
TE-5,17-AAG,3.0955
TE 617.T,17-AAG,5.1812
TE-9,17-AAG,4.2666
TEN,17-AAG,3.0622
Toledo,17-AAG,1.2479
TOV-112D,17-AAG,2.6725
TOV-21G,17-AAG,3.9631
TT2609-C02,17-AAG,3.9975
TYK-nu,17-AAG,3.7232
U-118 MG,17-AAG,3.4405
U-2 OS,17-AAG,4.6678
U-87 MG,17-AAG,3.4931
U-937,17-AAG,4.6603
UACC-257,17-AAG,2.2128
UACC-62,17-AAG,4.5286
UACC-812,17-AAG,3.1346
UM-UC-3,17-AAG,3.2913
VMRC-LCD,17-AAG,3.5308
VMRC-RCW,17-AAG,0.4375
VMRC-RCZ,17-AAG,2.3024
WM-115,17-AAG,3.7538
WM1799,17-AAG,3.7607
WM-266-4,17-AAG,5.5988
WM-793,17-AAG,5.6352
WM-88,17-AAG,4.5972
WM-983B,17-AAG,3.9403
YKG1,17-AAG,2.8308
ZR-75-1,17-AAG,4.4719
ZR-75-30,17-AAG,2.3161
1321N1,PHA-665752,0.08719
22Rv1,PHA-665752,0.9168
42-MG-BA,PHA-665752,1.0796
5637,PHA-665752,0
639-V,PHA-665752,0.3701
697,PHA-665752,1.8775
769-P,PHA-665752,0.669
786-O,PHA-665752,0.361
8305C,PHA-665752,0.6963
8505C,PHA-665752,0
8-MG-BA,PHA-665752,2.5567
A172,PHA-665752,0.08666
A-204,PHA-665752,0.6474
A2058,PHA-665752,0.2003
A-253,PHA-665752,0.2471
A2780,PHA-665752,0.03508
A-375,PHA-665752,0.4121
A549,PHA-665752,0.08954
A-673,PHA-665752,0.1048
ACHN,PHA-665752,0.1702
ALL-SIL,PHA-665752,1.7146
AMO-1,PHA-665752,1.0553
AN3 CA,PHA-665752,0.5684
AsPC-1,PHA-665752,0.2758
AU565,PHA-665752,0.3374
AZ-521,PHA-665752,0.308
B-CPAP,PHA-665752,0.8851
BDCM,PHA-665752,0.03856
BFTC-909,PHA-665752,0.1644
BGC-823,PHA-665752,0.006141
BL-41,PHA-665752,0
BL-70,PHA-665752,0.4072
BT-20,PHA-665752,0.4686
BT-474,PHA-665752,0.4139
BT-549,PHA-665752,0.1106
BxPC-3,PHA-665752,0.8834
C2BBe1,PHA-665752,0
C32,PHA-665752,0.1914
C3A,PHA-665752,0.7496
Caki-2,PHA-665752,0
CAL-12T,PHA-665752,1.5377
CAL 27,PHA-665752,0.7764
CAL-78,PHA-665752,0.3361
CAL-85-1,PHA-665752,0.04997
Calu-1,PHA-665752,0.195
Calu-3,PHA-665752,0.1975
Calu-6,PHA-665752,0.4372
CAMA-1,PHA-665752,0.3651
Capan-2,PHA-665752,0.1632
CAS-1,PHA-665752,0
CCK-81,PHA-665752,0.7094
CHL-1,PHA-665752,0.5543
CHP-212,PHA-665752,0.86
CI-1,PHA-665752,0.8997
CMK-86,PHA-665752,1.0465
COLO 201,PHA-665752,0.2519
COLO 205,PHA-665752,0.5538
COLO-320,PHA-665752,0.2699
COLO-677,PHA-665752,0.8889
COLO-678,PHA-665752,0.2274
COLO-679,PHA-665752,0.486
COLO-699,PHA-665752,0.3406
COLO 741,PHA-665752,0.7811
COR-L105,PHA-665752,0.225
COR-L23,PHA-665752,0.02301
COV318,PHA-665752,0.04829
COV504,PHA-665752,0
Daoy,PHA-665752,0.02801
DBTRG-05MG,PHA-665752,1.0773
DEL,PHA-665752,2.3361
Detroit 562,PHA-665752,0.8825
DK-MG,PHA-665752,0.3604
DMS 114,PHA-665752,0.8946
DOHH-2,PHA-665752,1.3201
DOV13,PHA-665752,0.2417
DU 145,PHA-665752,0.2331
DV-90,PHA-665752,3.0544
EB1,PHA-665752,0.7433
EB2,PHA-665752,0.2933
EBC-1,PHA-665752,1.6816
EFE-184,PHA-665752,0.333
EFM-19,PHA-665752,0.7263
EFO-21,PHA-665752,0.2856
EFO-27,PHA-665752,0
EM-2,PHA-665752,0.9357
EN,PHA-665752,0.08131
ES-2,PHA-665752,0.2601
ESS-1,PHA-665752,2.2772
F-36P,PHA-665752,0.8031
FaDu,PHA-665752,0.2629
FU97,PHA-665752,0.806
FU-OV-1,PHA-665752,0.2678
G-361,PHA-665752,0.6601
G-401,PHA-665752,0.6015
G-402,PHA-665752,0.8114
GAMG,PHA-665752,0.5998
GB-1,PHA-665752,0
GCIY,PHA-665752,0.04114
GCT,PHA-665752,1.8311
GI-1,PHA-665752,0.4336
GLC-82,PHA-665752,0.642
GMS-10,PHA-665752,0.4683
GRANTA-519,PHA-665752,0.4665
H4,PHA-665752,0.5117
HARA,PHA-665752,0.1362
HCC1187,PHA-665752,0.4499
HCC1395,PHA-665752,0.4523
HCC-15,PHA-665752,1.0101
HCC1569,PHA-665752,0.3944
HCC1806,PHA-665752,0.1681
HCC1954,PHA-665752,0.2587
HCC2935,PHA-665752,0.1044
HCC4006,PHA-665752,0
HCC-44,PHA-665752,1.1856
HCC-56,PHA-665752,0.3011
HCC70,PHA-665752,0.1703
HCC-78,PHA-665752,0.7086
HCC827,PHA-665752,0.4763
HCT 116,PHA-665752,0.6267
HCT-15,PHA-665752,0.2077
HD-MY-Z,PHA-665752,0.6999
HDQ-P1,PHA-665752,1.2229
HEC-151,PHA-665752,0.9897
HEC-1-A,PHA-665752,0
HEC-1-B,PHA-665752,0.02138
HEC-251,PHA-665752,0.1203
HEC-265,PHA-665752,0.5421
HEC-59,PHA-665752,0.03088
HEC-6,PHA-665752,1.6126
HEL 92.1.7,PHA-665752,0.2805
Hep 3B2.1-7,PHA-665752,0.4931
Hep G2,PHA-665752,0.2249
Hey-A8,PHA-665752,0
HGC-27,PHA-665752,0.05354
HH,PHA-665752,0.3423
HLE,PHA-665752,0.1938
HLF,PHA-665752,0.1807
HMC-1-8,PHA-665752,0
HMCB,PHA-665752,0.5584
HOS,PHA-665752,1.1388
HPAC,PHA-665752,1.1633
HPAF-II,PHA-665752,1.7663
Hs 229.T,PHA-665752,1.3842
Hs 294T,PHA-665752,0.1508
Hs 578T,PHA-665752,0
Hs 683,PHA-665752,0.05832
Hs 695T,PHA-665752,0.2251
Hs 729,PHA-665752,0.9979
Hs 739.T,PHA-665752,0.2776
Hs 746T,PHA-665752,1.221
Hs 766T,PHA-665752,0
Hs 840.T,PHA-665752,1.0402
Hs 852.T,PHA-665752,0.3071
Hs 895.T,PHA-665752,0.1965
Hs 936.T,PHA-665752,0.4376
Hs 939.T,PHA-665752,0.8439
Hs 944.T,PHA-665752,0.3612
HSC-2,PHA-665752,0.2599
HT,PHA-665752,0.3471
HT-1080,PHA-665752,0.2556
HT-1197,PHA-665752,0.008045
HT-1376,PHA-665752,0.4499
HT-144,PHA-665752,0.2313
HT-29,PHA-665752,0.2648
HuCCT1,PHA-665752,0.2262
huH-1,PHA-665752,0.1365
HUP-T3,PHA-665752,0.1855
HUP-T4,PHA-665752,0.7677
HuT 78,PHA-665752,1.2301
IA-LM,PHA-665752,0.6265
IGR-37,PHA-665752,0.03001
IGR-39,PHA-665752,0.6169
IGROV1,PHA-665752,0.05415
IM95,PHA-665752,2.4817
IMR-32,PHA-665752,0.4065
IPC-298,PHA-665752,0.1498
Ishikawa (Heraklio) 02 ER-,PHA-665752,1.4672
IST-MES1,PHA-665752,0.4109
IST-MES2,PHA-665752,0.3662
J82,PHA-665752,0.7733
JHH-2,PHA-665752,0.02149
JHH-4,PHA-665752,0.6874
JHH-5,PHA-665752,0.0742
JHH-6,PHA-665752,0
JHH-7,PHA-665752,1.4814
JHOS-2,PHA-665752,0.5548
JHOS-4,PHA-665752,0.495
JHUEM-2,PHA-665752,0.4778
JM1,PHA-665752,0.04249
JMSU-1,PHA-665752,0.7479
